USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE,CAMPAIGN_NAME,LANGUAGE,CHANNEL,PURPOSE
933,13,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
62,31,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
617,45,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
454,20,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
29,34,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
332,1,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
399,17,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
846,36,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
889,43,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
975,2,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
283,40,1673049600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
71,35,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
292,4,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
12,10,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
621,10,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
960,34,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
708,18,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
905,20,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
550,18,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
622,30,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
177,43,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
129,40,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
612,5,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
837,3,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
334,6,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
739,8,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
743,33,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
286,41,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
606,27,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
202,19,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
729,43,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
566,37,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
401,2,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
523,19,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
244,5,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
948,28,1673308800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
973,10,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
126,45,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
793,33,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
28,5,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
849,8,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
469,13,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
731,10,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
501,11,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
609,22,1672876800,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
946,41,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
850,44,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
181,19,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
218,10,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
278,20,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
585,40,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
189,15,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
83,14,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
819,5,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
794,16,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
419,12,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
432,25,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
775,6,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
521,34,1673308800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
981,5,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
102,3,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
474,22,1672876800,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
267,6,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
95,4,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
754,28,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
54,15,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
593,32,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
383,30,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
68,24,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
787,16,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
548,11,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
475,39,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
172,18,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
348,42,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
477,5,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
18,24,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
393,45,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
865,36,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
768,22,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
984,15,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
861,9,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
542,25,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
716,4,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
240,26,1672531200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
625,43,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
959,12,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
724,3,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
289,7,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
406,38,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
366,15,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
173,40,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
497,25,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
515,15,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
323,34,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
815,4,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
264,42,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
135,37,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
319,7,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
277,4,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
624,25,1672876800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
276,37,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
864,20,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
398,30,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
924,27,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
902,12,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
55,12,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
178,8,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
596,24,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
942,22,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
431,41,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
545,39,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
657,18,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
788,29,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
682,12,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
966,7,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
439,17,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
843,39,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
164,4,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
963,5,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
313,24,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
199,21,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
951,16,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
712,20,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
338,7,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
352,42,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
873,42,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
290,37,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
368,15,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
420,39,1673049600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
543,41,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
527,33,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
485,44,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
96,16,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
408,26,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
852,23,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
109,30,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
448,34,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
311,45,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
994,19,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
921,4,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
427,19,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
833,39,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
165,33,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
391,33,1673308800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
21,35,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
93,4,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
346,33,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
999,42,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
595,12,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
262,32,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
377,6,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
838,28,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
842,10,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
414,38,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
532,1,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
579,2,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
568,8,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
941,34,1672531200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
685,42,1672876800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
821,34,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
673,27,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
705,10,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
699,42,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
268,44,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
658,38,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
862,35,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
639,21,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
400,9,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
702,23,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
236,40,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
258,27,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
676,43,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
868,30,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
692,22,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
533,36,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
976,39,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
142,12,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
106,15,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
445,44,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
5,8,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
563,17,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
560,26,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
33,28,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
463,32,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
863,41,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
498,45,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
757,26,1672531200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
137,28,1673222400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
39,18,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
279,22,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
127,41,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
275,14,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
192,37,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
111,5,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
350,2,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
989,17,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
991,42,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
513,41,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
25,4,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
859,33,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
620,30,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
772,44,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
451,15,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
375,37,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
131,38,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
686,35,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
94,20,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
374,2,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
641,23,1673049600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
79,15,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
791,10,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
784,32,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
888,18,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
88,17,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
301,35,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
881,31,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
559,31,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
664,42,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
857,19,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
669,3,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
204,34,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
586,25,1673049600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
11,36,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
917,4,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
551,18,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
494,26,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
740,27,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
343,1,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
573,44,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
248,19,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
744,9,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
783,35,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
828,36,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
722,45,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
46,36,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
438,15,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
51,18,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
909,16,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
813,27,1673049600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
651,39,1672704000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
876,15,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
197,10,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
907,45,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
440,38,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
883,11,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
484,28,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
466,36,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
992,31,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
306,23,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
140,22,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
428,21,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
296,10,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
812,11,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
114,3,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
222,38,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
626,44,1673222400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
488,41,1672531200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
642,11,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
549,26,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
234,10,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
358,3,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
373,16,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
969,3,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
988,34,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
459,24,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
972,7,1673136000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
22,27,1673136000,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
899,24,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
27,33,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
154,43,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
188,7,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
795,32,1672617600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
260,43,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
995,15,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
42,24,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
357,19,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
441,40,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
395,7,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
628,19,1672531200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
605,16,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
786,26,1672790400,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
252,1,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
456,41,1672876800,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
81,30,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
35,42,1673308800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
158,8,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
885,33,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
567,36,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
810,2,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
982,21,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
949,3,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
601,39,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
470,25,1672963200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
190,3,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
344,15,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
896,19,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
